"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"1491",35160,"Herobust","Move Mint - 4B Remix",45,0.0323,0.791,188800,0.91,0.244,"A",0.419,-1.993,"Major",0.295,"75.027","4-Apr",0.305,"Electronic"
"1500",68958,"empty_field","T'es Ok, T'es Bath, T'es in",41,0.256,0.795,202400,0.853,4.61e-06,"C",0.0803,-5.75,"Minor",0.0765,"124.699","4-Apr",0.898,"Electronic"
"1503",59363,"Oski","Bad",40,0.0613,0.558,194801,0.742,2.24e-06,"G#",0.32,-3.732,"Minor",0.113,"150.078","4-Apr",0.371,"Electronic"
"1508",52349,"Datsik","Nuke Em",31,0.000148,0.891,250286,0.78,0.0681,"B",0.227,-6.847,"Major",0.291,"139.944","4-Apr",0.622,"Electronic"
"1517",46693,"empty_field","The Mountain",40,0.00818,0.453,272953,0.663,0.0539,"D",0.188,-7.249,"Minor",0.027,"106.014","4-Apr",0.155,"Electronic"
"1522",20079,"Vigiland","Shots & Squats",70,0.00674,0.813,171799,0.819,0.000423,"C#",0.225,-5.039,"Major",0.121,"127.99700000000001","4-Apr",0.279,"Electronic"
"1527",20513,"Jamie xx","Far Nearer",53,0.493,0.61,410578,0.426,0.854,"C",0.108,-11.538,"Major",0.147,"?","4-Apr",0.33,"Electronic"
"1528",37649,"Dillon Francis","Ven - Continuous Mix",33,0.000216,0.555,50472,0.953,0.0594,"E",0.818,-4.411,"Minor",0.109,"114.885","4-Apr",0.303,"Electronic"
"1531",40724,"The Crystal Method","Hold on to Something",32,0.0879,0.543,-1,0.611,0.139,"F#",0.25,-7.987,"Minor",0.0323,"137.947","4-Apr",0.242,"Electronic"
"1541",45177,"Hooverphonic","Someone",28,0.109,0.497,251693,0.473,0.927,"G#",0.306,-9.488,"Major",0.031,"124.788","3-Apr",0.0395,"Electronic"
"1548",65454,"múm","Cards - Live in Berlin",34,0.436,0.477,454055,0.614,0.873,"A",0.0967,-15.175,"Major",0.0555,"?","4-Apr",0.0387,"Electronic"
"1554",67875,"Nightmares On Wax","Pudpots",33,0.0378,0.818,222227,0.663,0.907,"B",0.0478,-7.443,"Major",0.0731,"95.027","4-Apr",0.162,"Electronic"
"1563",70667,"Rodrigo Gallardo","Agua de La Tierra - Nicola Cruz Remix",44,0.254,0.657,293990,0.47,0.139,"B",0.1,-11.241,"Minor",0.355,"93.03200000000001","4-Apr",0.592,"Electronic"
"1566",28912,"Daft Punk","End of Line",49,0.000513,0.354,156480,0.449,0.778,"A",0.344,-11.353,"Major",0.03,"195.983","4-Apr",0.0397,"Electronic"
"1604",45284,"Gramatik","Deal With The Real",32,0.00118,0.677,241125,0.568,0.111,"C#",0.146,-9.494,"Minor",0.031,"146.003","4-Apr",0.563,"Electronic"
"1611",54146,"The Avalanches","Frontier Psychiatrist",50,0.122,0.711,288347,0.905,0.000166,"F#",0.395,-7.459,"Major",0.218,"98.931","4-Apr",0.437,"Electronic"
"1630",21921,"!!!","Dear Can",33,0.0238,0.803,277133,0.876,0.617,"F#",0.0432,-8.186,"Major",0.0385,"?","4-Apr",0.881,"Electronic"
"1660",58158,"Fatboy Slim","The Rockafeller Skank - Short Edit",41,0.00476,0.572,241467,0.987,0.00679,"G",0.348,-6.259,"Major",0.281,"152.636","4-Apr",0.126,"Electronic"
"1664",56877,"Moby","A Dark Cloud Is Coming",24,0.891,0.532,324894,0.484,0.78,"D",0.108,-7.702,"Minor",0.0251,"69.99600000000001","4-Apr",0.228,"Electronic"
"1673",60084,"What So Not","Stuck In Orbit - Luttrell Remix",27,0.00286,0.604,378738,0.573,0.00358,"A",0.0574,-10.826,"Major",0.0307,"121.98","4-Apr",0.223,"Electronic"
"1674",36859,"Virtual Riot","Jump The Gun",34,0.000964,0.751,221379,0.91,0.4,"B",0.108,-3.487,"Major",0.313,"173.995","4-Apr",0.0622,"Electronic"
"1686",54572,"Flying Lotus","All In",39,0.0651,0.466,-1,0.704,0.862,"G#",0.115,-8.887,"Minor",0.0608,"140.129","4-Apr",0.306,"Electronic"
"1697",66288,"empty_field","Chief",33,0.332,0.725,182069,0.952,0.659,"C#",0.54,-3.82,"Major",0.0977,"144.974","4-Apr",0.746,"Electronic"
"1710",23961,"Oceanvs Orientalis","Dance of Swords",43,0.13,0.778,451282,0.668,0.855,"A",0.076,-11.309,"Major",0.0843,"117.006","4-Apr",0.592,"Electronic"
"1719",59098,"Bassnectar","Into the Sun",43,0.000574,0.398,256286,0.848,0.189,"G",0.135,-3.662,"Minor",0.0502,"139.91","4-Apr",0.102,"Electronic"
"1721",54613,"empty_field","Chemicals",42,0.224,0.822,267168,0.731,0.243,"C#",0.172,-5.52,"Major",0.0493,"123.978","4-Apr",0.187,"Electronic"
"1742",81353,"graves","VHS",26,0.118,0.557,196452,0.971,0.000611,"E",0.0819999999999999,-3.736,"Minor",0.415,"154.0","4-Apr",0.435,"Electronic"
"1761",72602,"HNNY","Nothing - Original Mix",52,0.0008849999999999,0.79,312000,0.427,0.446,"B",0.0514,-11.361,"Minor",0.0541,"116.986","4-Apr",0.961,"Electronic"
"1779",62793,"Tchami","Superlativ",37,0.024,0.732,231111,0.876,0.718,"A#",0.0672,-4.944,"Minor",0.0623,"135.013","4-Apr",0.7,"Electronic"
"1796",61680,"Cocteau Twins","Iceblink Luck",48,6.11e-05,0.395,198667,0.807,0.0121,"A",0.321,-5.689,"Major",0.0349,"102.01799999999999","4-Apr",0.458,"Electronic"
"1802",72727,"The Chemical Brothers","Do It Again - Edit",41,0.0935,0.907,220413,0.612,0.565,"E",0.0749,-6.343,"Major",0.0717,"123.978","4-Apr",0.569,"Electronic"
"1819",24522,"empty_field","Pacific",28,0.0807,0.605,238252,0.694,0.182,"C",0.155,-6.657,"Major",0.348,"102.99799999999999","4-Apr",0.0511,"Electronic"
"1826",81504,"Blur","Good Song",38,0.212,0.652,187680,0.493,0.538,"F",0.188,-9.113,"Major",0.0289,"?","4-Apr",0.723,"Electronic"
"1851",23103,"Bibio","Town & Country",53,0.503,0.714,243373,0.689,0.00134,"G",0.1,-6.538,"Major",0.04,"95.035","4-Apr",0.883,"Electronic"
"1858",90439,"UZ","Gone",50,0.0106,0.703,211399,0.871,2.58e-05,"A",0.0992,-5.767,"Major",0.155,"129.937","4-Apr",0.347,"Electronic"
"1872",36718,"Rusko","Thunder",24,8.87e-05,0.563,230328,0.878,0.352,"B",0.253,-6.027,"Minor",0.038,"139.969","4-Apr",0.725,"Electronic"
"1877",68249,"AC Slater","Taking Off",32,0.112,0.836,198000,0.488,0.00483,"G",0.251,-7.286,"Major",0.0627,"127.89299999999999","4-Apr",0.546,"Electronic"
"1897",45722,"Art Of Noise","Love",41,0.258,0.733,421093,0.374,0.775,"A",0.0879,-10.322,"Major",0.0519,"136.498","4-Apr",0.502,"Electronic"
"1902",24879,"Pendulum","Fasten Your Seatbelt (Ft. The Freestylers)",47,0.00183,0.581,398213,0.934,0.684,"B",0.388,-5.333,"Minor",0.0454,"137.988","4-Apr",0.453,"Electronic"
"1903",67196,"Dirt Monkey","Beef",32,0.0736,0.752,205714,0.923,0.0121,"B",0.0832,-3.195,"Minor",0.0382,"140.03","4-Apr",0.534,"Electronic"
"1904",33050,"Moby","This Wild Darkness - EastWest Session",18,0.737,0.396,338840,0.503,0.000107,"G",0.124,-7.799,"Major",0.0291,"77.937","4-Apr",0.12,"Electronic"
"1908",89181,"Zeds Dead","Hadouken - Valentino Khan Remix",28,0.00124,0.803,185625,0.961,0.313,"C#",0.0626,-0.523,"Major",0.102,"128.028","4-Apr",0.655,"Electronic"
"1927",73251,"TroyBoi","B.I.A",47,0.00499,0.819,236471,0.479,0.0853,"F#",0.319,-6.809,"Minor",0.182,"135.97799999999998","4-Apr",0.391,"Electronic"
"1928",71191,"Vök","BTO",34,0.476,0.441,176587,0.422,0.00457,"C#",0.0827,-12.219,"Minor",0.0818,"88.695","4-Apr",0.515,"Electronic"
"1931",70075,"Zero 7","You're My Flame",38,0.274,0.568,199960,0.661,0.119,"A#",0.0901,-10.168,"Minor",0.0522,"160.414","4-Apr",0.712,"Electronic"
"1945",36039,"808 State","In Yer Face - Bicep Remix",45,0.000392,0.616,-1,0.895,0.924,"D",0.153,-6.625,"Major",0.0339,"124.99600000000001","4-Apr",0.211,"Electronic"
"1952",22252,"Quantic","Cumbia Sobre el Mar - El Búho Remix",48,0.187,0.651,312915,0.731,0.138,"D#",0.0479,-6.004,"Minor",0.0368,"159.91899999999998","4-Apr",0.692,"Electronic"
"1958",43140,"Justice","Phantom Pt. II",52,0.00231,0.619,200827,0.726,0.766,"G",0.652,-6.422,"Major",0.125,"116.96600000000001","4-Apr",0.424,"Electronic"
"1976",67644,"Nightmares On Wax","Pipes Honour",35,0.00499,0.645,545533,0.161,0.859,"C#",0.0728,-15.436,"Major",0.0716,"159.02200000000002","3-Apr",0.843,"Electronic"
"1984",64962,"Front 242","Headhunter V1.0",38,0.0015199999999999,0.846,-1,0.888,0.582,"F#",0.0992,-8.74,"Major",0.0618,"123.02799999999999","4-Apr",0.833,"Electronic"
"2007",33661,"Aim","Ain't Got Time to Waste",44,0.036,0.902,248920,0.552,0.0125,"A",0.0705,-7.958,"Minor",0.16,"100.911","4-Apr",0.426,"Electronic"
"2009",77488,"JOYRYDE","FUEL TANK",42,0.0208,0.645,230400,0.985,2.92e-06,"G",0.437,-2.07,"Major",0.454,"124.898","4-Apr",0.382,"Electronic"
"2011",71536,"LCD Soundsystem","daft punk is playing at my house - live at madison square garden",32,0.000546,0.51,315067,0.849,0.000748,"C#",0.689,-7.972,"Major",0.119,"164.207","4-Apr",0.887,"Electronic"
"2015",63225,"Thom Yorke","Has Ended",51,0.693,0.54,-1,0.42,0.857,"C",0.211,-10.176,"Major",0.0336,"121.01299999999999","4-Apr",0.11,"Electronic"
"2018",32117,"Hot Chip","We're Looking For A Lot Of Love",35,0.0832,0.348,-1,0.413,0.00062,"F",0.0819999999999999,-8.479,"Minor",0.0424,"89.141","5-Apr",0.162,"Electronic"
"2069",60617,"empty_field","Vlad the Impaler",47,0.000797,0.673,284373,0.682,0.0053799999999999,"F",0.252,-6.436,"Minor",0.0396,"?","4-Apr",0.218,"Electronic"
"2083",35478,"Zomboy","Get With The Program - Eptic & Trampa Remix",50,0.291,0.637,246400,0.988,0.000965,"B",0.417,-3.583,"Minor",0.293,"149.976","4-Apr",0.642,"Electronic"
"2084",82857,"Apashe","Fake News feat. Grandbuda",41,0.0017399999999999,0.902,217500,0.742,0.0107,"C#",0.089,-3.278,"Major",0.0752,"127.973","4-Apr",0.712,"Electronic"
"2094",28364,"Röyksopp","I Had This Thing",36,0.0078099999999999,0.606,348493,0.804,0.67,"G",0.108,-9.082,"Minor",0.0417,"123.99700000000001","4-Apr",0.24,"Electronic"
"2147",87373,"empty_field","Ratchets",26,0.0339,0.819,212308,0.826,0.151,"C#",0.063,-6.241,"Major",0.186,"130.025","4-Apr",0.571,"Electronic"
"2152",72715,"Thievery Corporation","Letter to The Editor",45,0.138,0.888,233507,0.69,0.0177,"E",0.0918,-6.452,"Minor",0.215,"98.973","4-Apr",0.508,"Electronic"
"2168",29942,"Ray Volpe","Purpose",38,0.00418,0.671,-1,0.96,0.123,"G#",0.202,-1.372,"Major",0.114,"149.94299999999998","4-Apr",0.108,"Electronic"
"2206",79206,"Destructo","All Nite (Remix) (feat. E-40, Too $hort & Iamsu!)",23,0.0232,0.908,170498,0.786,3.51e-06,"G",0.0751,-4.316,"Major",0.136,"126.023","4-Apr",0.608,"Electronic"
"2213",72230,"3LAU","You Want More",39,0.0119,0.569,180000,0.761,0.000339,"F#",0.155,-6.155,"Minor",0.0345,"87.992","4-Apr",0.0794,"Electronic"
"2222",21384,"Baauer","Hate Me",51,0.252,0.743,146972,0.494,0.00245,"F",0.456,-9.303,"Major",0.129,"92.944","4-Apr",0.412,"Electronic"
"2231",63674,"Blur","Tracy Jacks - 2012 Remaster",41,0.0977,0.636,259627,0.86,0,"E",0.127,-5.767,"Major",0.0425,"121.508","4-Apr",0.346,"Electronic"
"2237",37969,"empty_field","Pick Up - Even Shorter Version",53,1.86e-05,0.728,228480,0.599,0.699,"F",0.145,-8.85,"Major",0.0668,"124.887","4-Apr",0.541,"Electronic"
"2247",23760,"Sasha","Rooms",39,0.344,0.438,356854,0.459,0.738,"E",0.136,-16.03,"Minor",0.0419,"122.01700000000001","4-Apr",0.0333,"Electronic"
"2248",45750,"Boombox Cartel","Moon Love",70,0.0168,0.706,243692,0.935,4.62e-05,"F#",0.106,-2.418,"Major",0.0565,"130.001","4-Apr",0.214,"Electronic"
"2254",35350,"Flux Pavilion","I Can't Stop",56,0.00108,0.524,305786,0.601,0.601,"C",0.398,-13.399,"Minor",0.0335,"139.972","4-Apr",0.314,"Electronic"
"2257",56013,"empty_field","Coffee In The Pot",43,0.739,0.672,110013,0.581,0.893,"D",0.0963,-9.891,"Minor",0.285,"93.557","4-Apr",0.964,"Electronic"
"2261",76051,"DROELOE","zZz",51,0.245,0.726,193600,0.713,0.659,"G#",0.633,-8.425,"Minor",0.0584,"150.066","4-Apr",0.488,"Electronic"
"2271",81041,"Daft Punk","End of Line - Remixed by Photek",40,0.00147,0.584,318720,0.801,0.00182,"A",0.197,-4.526,"Minor",0.0438,"98.01899999999999","4-Apr",0.468,"Electronic"
"2293",29395,"Vigiland","Addicted",54,0.0134,0.651,210938,0.82,2.4e-06,"B",0.135,-4.555,"Minor",0.04,"127.929","4-Apr",0.463,"Electronic"
"2298",89729,"Bellorum","Giant",26,0.00372,0.592,194400,0.967,0.851,"A#",0.0844,-3.103,"Major",0.0614,"149.96200000000002","4-Apr",0.0298,"Electronic"
"2300",23839,"Digitalism","Idealistic",42,0.0131,0.605,250693,0.805,0.0705,"C",0.453,-6.134,"Minor",0.0436,"?","4-Apr",0.369,"Electronic"
"2303",85010,"Gary Numan","M.E.",49,0.0095599999999999,0.433,337240,0.637,0.0849,"C",0.123,-8.138,"Major",0.0283,"109.92399999999999","4-Apr",0.21,"Electronic"
"2322",35015,"Sullivan King","Meet Me in the Pit",23,0.0048,0.509,176000,0.956,0,"C",0.348,-2.129,"Major",0.323,"150.012","4-Apr",0.437,"Electronic"
"2377",56642,"Everything But The Girl","Troubled Mind - 2013 Remaster",37,0.175,0.709,214547,0.518,0.000537,"D",0.0818,-12.153,"Major",0.0289,"102.321","4-Apr",0.72,"Electronic"
"2383",83187,"New Order","1963",43,0.00407,0.638,337813,0.925,0.163,"G#",0.0369,-6.927,"Major",0.0315,"125.613","4-Apr",0.904,"Electronic"
"2388",69175,"The Chemical Brothers","Where Do I Begin",40,0.574,0.431,-1,0.677,0.499,"D",0.367,-6.432,"Major",0.0458,"101.945","4-Apr",0.548,"Electronic"
"2395",37664,"12th Planet","Hide It All - Original",26,0.000195,0.388,212069,0.971,0.0177,"F",0.223,-1.424,"Minor",0.226,"145.116","4-Apr",0.135,"Electronic"
"2401",85434,"The Avalanches","Frankie Sinatra - Extended Mix",38,0.681,0.702,268080,0.807,0,"D",0.516,-5.865,"Minor",0.135,"95.54799999999999","4-Apr",0.864,"Electronic"
"2405",66323,"Blur","My Terracotta Heart",43,0.434,0.806,245027,0.633,0.000474,"A",0.129,-6.089,"Minor",0.0314,"124.999","4-Apr",0.64,"Electronic"
"2412",37747,"Hercules & Love Affair","Answers Come In Dreams - Original Mix",25,0.0232,0.777,325480,0.818,0.00143,"A#",0.0404,-6.137,"Major",0.0456,"116.007","4-Apr",0.81,"Electronic"
"2415",41656,"The Bloody Beetroots","Keep On Dancing (feat. Drop The Lime) - L.A. Knights Remix",33,0.00105,0.696,255132,0.813,0.858,"C#",0.134,-5.369,"Minor",0.141,"113.961","4-Apr",0.359,"Electronic"
"2418",74612,"Moby","The Last Of Goodbyes",21,0.92,0.415,263573,0.674,0.958,"E",0.114,-8.238,"Minor",0.0893,"150.001","4-Apr",0.355,"Electronic"
"2433",56200,"Moby","This Wild Darkness - Loaded Remix",34,0.751,0.398,359547,0.432,0.000463,"G",0.229,-9.46,"Major",0.0276,"77.96","4-Apr",0.0586,"Electronic"
"2444",31649,"Dombresky","Too Much in Common",41,0.0523,0.747,242841,0.889,0.000496,"G#",0.12,-5.995,"Major",0.0896,"?","4-Apr",0.503,"Electronic"
"2451",47519,"Fatboy Slim","Gangster Trippin",27,0.0379,0.716,320053,0.861,0.00322,"C#",0.149,-8.631,"Major",0.072,"101.73100000000001","4-Apr",0.745,"Electronic"
"2455",48615,"GANZ","Let's Fly Away Together (feat. LUNA MAY)",39,0.0119,0.569,217255,0.435,0.0018,"F#",0.177,-13.589,"Major",0.0399,"76.529","4-Apr",0.151,"Electronic"
"2457",67667,"Jean-Michel Jarre","Equinoxe, Pt. 1",40,0.00716,0.123,143680,0.285,0.861,"C",0.111,-10.619,"Major",0.0358,"89.74700000000001","3-Apr",0.0318,"Electronic"
"2500",52744,"Underworld","Low Burn",38,0.0656,0.597,404507,0.807,0.827,"B",0.0657,-10.621,"Major",0.0305,"127.999","3-Apr",0.32,"Electronic"
"2503",91028,"Lemon Jelly","The Curse of Ka' Zar",36,0.152,0.61,541027,0.63,0.878,"C",0.112,-7.303,"Major",0.0332,"167.99900000000002","4-Apr",0.655,"Electronic"
"2512",38989,"Datsik","Get Smashed (feat. DJ Paul K.O.M of Three 6 Mafia)",31,0.0379,0.658,226286,0.95,0,"B",0.238,-2.018,"Major",0.095,"139.997","4-Apr",0.526,"Electronic"
"2517",25628,"Buku","Cake Dough Cheddar",29,0.141,0.634,266707,0.797,0.2,"F",0.0961,-5.083,"Major",0.0623,"159.97899999999998","4-Apr",0.79,"Electronic"
"2525",53165,"Justice","Love S.O.S. (WWW)",53,0.0612,0.391,285073,0.753,0,"A#",0.663,-6.465,"Major",0.0533,"121.042","4-Apr",0.083,"Electronic"
"2541",66634,"Leftfield","Original - Remastered",30,0.00382,0.606,382680,0.939,0.0796,"E",0.0909,-6.988,"Minor",0.0878,"171.96400000000003","4-Apr",0.652,"Electronic"
"2559",35062,"Just A Gent","Drowning",53,0.0425,0.669,253099,0.689,0.00166,"F#",0.101,-7.239,"Minor",0.0582,"94.962","4-Apr",0.0992,"Electronic"
"2586",55613,"SVDDEN DEATH","Spelljam",28,0.0042899999999999,0.656,238345,0.944,1.32e-05,"C#",0.102,-1.013,"Major",0.295,"144.996","4-Apr",0.368,"Electronic"
"2591",35573,"Apashe","Fire Inside feat. RIOT - Ganja White Night Remix",29,0.000697,0.749,193767,0.775,0.861,"C#",0.106,-5.115,"Major",0.0336,"125.984","4-Apr",0.544,"Electronic"
"2599",35505,"Boards of Canada","An Eagle In Your Mind",44,0.371,0.825,385520,0.467,0.845,"F#",0.0594,-14.055,"Major",0.0753,"96.012","4-Apr",0.249,"Electronic"
"2613",57737,"Air","So Light Is Her Footfall - Breakbot Remix",36,0.0365,0.657,255107,0.468,0.921,"C#",0.0737,-6.877,"Major",0.0278,"98.023","4-Apr",0.193,"Electronic"
"2633",84437,"Big Gigantic","Clvdbvrst",29,0.00415,0.523,278856,0.99,0.781,"F",0.257,-2.923,"Major",0.139,"148.001","4-Apr",0.372,"Electronic"
"2640",32809,"Flosstradamus","How You Gon' Do That (feat. Cara)",43,0.0264,0.74,222604,0.722,8.97e-05,"G#",0.115,-6.337,"Major",0.0614,"101.51299999999999","4-Apr",0.421,"Electronic"
"2641",32993,"Dirt Monkey","Warning",37,0.0188,0.595,294000,0.944,0.91,"F",0.0844,-4.546,"Minor",0.0904,"160.08700000000002","4-Apr",0.254,"Electronic"
"2644",84622,"DJ Snake","Here Comes The Night - Junkie Kid Remix",35,0.0634,0.427,274512,0.952,1.4e-06,"A#",0.116,-2.428,"Minor",0.0858,"159.987","4-Apr",0.15,"Electronic"
"2658",36363,"The Stone Roses","Sally Cinnamon - Single Mix",55,0.00521,0.32,175000,0.594,0,"G",0.279,-12.639,"Major",0.0359,"130.476","4-Apr",0.263,"Electronic"
"2689",42734,"Björk","Aurora",33,0.373,0.564,-1,0.592,2.46e-05,"A",0.0845,-8.367,"Minor",0.0343,"120.008","4-Apr",0.258,"Electronic"
"2695",73000,"Mr. Carmack","Bang",25,0.00401,0.461,219338,0.823,0.00433,"D",0.351,-1.622,"Major",0.311,"78.628","3-Apr",0.124,"Electronic"
"2699",33268,"Shlump","Top Shotta",25,0.0103,0.654,301573,0.765,0.0251,"D",0.0946,-6.296,"Major",0.0547,"140.06799999999998","4-Apr",0.224,"Electronic"
"2700",78410,"Ookay","Lighthouse",52,0.0633,0.722,208400,0.885,0.000319,"F",0.229,-1.309,"Minor",0.054,"149.986","4-Apr",0.828,"Electronic"
"2710",69447,"Eprom","Honey Badger",26,0.285,0.709,312863,0.501,0.471,"F#",0.0793,-11.512,"Minor",0.123,"76.714","4-Apr",0.202,"Electronic"
"2724",52837,"Tisoki","Guess Who",30,0.0157,0.59,201600,0.966,0.197,"F",0.822,-0.411,"Major",0.45,"?","4-Apr",0.72,"Electronic"
"2735",30474,"KRANE","Feel It (feat. CXLOE & Khamsin)",26,0.0399,0.285,178333,0.666,0.000126,"A",0.0919,-7.24,"Minor",0.0508,"144.016","4-Apr",0.204,"Electronic"
"2744",81235,"Malaa","Bylina (Dillon Nathaniel Remix)",30,0.0475,0.858,327097,0.513,0.0141,"F",0.0615,-6.584,"Minor",0.0734,"?","4-Apr",0.13,"Electronic"
"2748",21462,"Kaivon","First Breath",50,0.0675,0.585,209577,0.537,0.0211,"C#",0.0898,-4.692,"Minor",0.0383,"141.958","4-Apr",0.338,"Electronic"
"2755",42156,"Lindstrøm","Lovesick",37,0.0677,0.856,-1,0.589,0.00282,"C#",0.0667,-7.933,"Major",0.0798,"90.01299999999999","4-Apr",0.364,"Electronic"
"2765",73912,"TYNAN","Fragile",28,0.00185,0.687,221892,0.934,0.756,"A",0.137,-0.496,"Major",0.119,"150.026","4-Apr",0.505,"Electronic"
"2782",32359,"The Prodigy","Climbatize",50,0.000513,0.561,398333,0.951,0.909,"F",0.0826,-5.854,"Minor",0.0581,"129.041","4-Apr",0.0726,"Electronic"
"2787",55796,"Eptic","Dimension 7",31,0.0132,0.685,284571,0.868,0,"E",0.0646,-2.867,"Minor",0.0699,"?","4-Apr",0.165,"Electronic"
"2789",80223,"Nitti Gritti","Tell Me",33,0.00715,0.669,208097,0.859,0.00049,"F",0.111,-4.345,"Minor",0.194,"144.963","4-Apr",0.474,"Electronic"
"2792",40571,"Kora (CA)","Wahiba - Original",38,0.0566,0.903,441866,0.315,0.79,"D",0.0827,-14.064,"Major",0.086,"115.015","4-Apr",0.192,"Electronic"
"2823",24451,"Christian Löffler","Eisberg (Hemal)",53,0.618,0.783,233094,0.396,0.952,"G#",0.108,-10.759,"Minor",0.155,"126.041","4-Apr",0.429,"Electronic"
"2824",61329,"Photek","T'Raenon - Version",36,0.636,0.56,537124,0.328,0.913,"F#",0.0954,-23.116,"Minor",0.0464,"130.079","4-Apr",0.15,"Electronic"
"2835",39194,"UMEK","Hablando - Umek Remix",0,0.00104,0.744,360000,0.86,0.687,"E",0.315,-7.026,"Minor",0.0498,"129.91","4-Apr",0.458,"Electronic"
"2836",41782,"Nightmares On Wax","Citizen Kane",34,0.175,0.704,240240,0.713,0.000839,"C#",0.336,-7.909,"Minor",0.0632,"139.768","4-Apr",0.598,"Electronic"
"2840",65648,"Bonobo","Scuba",33,0.0316,0.409,262573,0.707,0.797,"F",0.133,-9.285,"Minor",0.0507,"102.822","4-Apr",0.397,"Electronic"
"2841",78198,"LOUDPVCK","Gone",34,0.0205,0.545,190607,0.939,9.01e-05,"A#",0.339,-4.672,"Major",0.0931,"?","4-Apr",0.434,"Electronic"
"2869",41755,"Rusko","Mr. Policeman",42,0.239,0.669,217778,0.736,0.000169,"B",0.598,-3.223,"Major",0.0602,"145.061","4-Apr",0.494,"Electronic"
"2893",53287,"RL Grime","Golden State",36,0.0779,0.432,270875,0.77,0.385,"F#",0.121,-5.57,"Minor",0.111,"146.10399999999998","4-Apr",0.129,"Electronic"
"2904",37288,"empty_field","Lift You Up",55,0.00015,0.408,262080,0.989,0.938,"A",0.586,-0.958,"Minor",0.07,"174.015","4-Apr",0.118,"Electronic"
"2906",31349,"The Chemical Brothers","Do It Again",50,0.0224,0.867,332973,0.714,0.704,"E",0.104,-5.144,"Major",0.0662,"123.97399999999999","4-Apr",0.623,"Electronic"
"2918",39433,"Way Out West","Don't Forget Me",36,0.173,0.382,313773,0.686,0.00193,"D#",0.109,-8.46,"Major",0.0484,"105.24700000000001","4-Apr",0.103,"Electronic"
"2925",52756,"Dillon Francis","Coming Over (feat. James Hersey) - Tiësto Remix",47,0.00236,0.763,190600,0.791,0.101,"C#",0.0395,-4.385,"Major",0.0483,"123.005","4-Apr",0.684,"Electronic"
"2927",46071,"Audio Bullys","We Don't Care",43,0.00112,0.733,210800,0.848,0.0014199999999999,"F",0.0882,-6.489,"Minor",0.0597,"124.066","4-Apr",0.658,"Electronic"
"2955",21033,"12th Planet","Swamplex Terrestrial",31,0.000533,0.515,135200,0.974,0.0169,"C#",0.121,-2.461,"Major",0.506,"75.032","4-Apr",0.0558,"Electronic"
"2959",58617,"Kasabian","Underdog",63,0.0604,0.526,277467,0.894,1.33e-06,"F",0.582,-5.407,"Minor",0.0543,"101.01700000000001","4-Apr",0.653,"Electronic"
"2962",77556,"Paul Oakenfold","Get Em Up",30,0.0243,0.801,230440,0.841,2.3e-06,"A",0.325,-6.162,"Major",0.242,"103.19200000000001","4-Apr",0.772,"Electronic"
"2966",62031,"Ulrich Schnauss","Blumenwiese Neben Autobahn",25,0.568,0.715,391813,0.64,0.884,"A#",0.11,-8.469,"Minor",0.0469,"109.881","4-Apr",0.248,"Electronic"
"2980",85793,"Flunk","Syrupsniph",33,0.0479,0.616,366002,0.517,0.726,"A",0.14,-9.727,"Major",0.0365,"146.11700000000002","4-Apr",0.258,"Electronic"
